CheckpointID,SimulationID,Zone,Date,Year,DOY,StageName,Stage,Rain,Radn,MaxT,MinT,Yieldkgha,NutrientStress,TempStress,WaterStress,SimulationName,id_trial
1,1,Field,2015-01-01 12:00:00,2015,1,,1,0,4.8956193923950195,-4.139999866485596,-16.229999542236328,0,0.3,0,1,Simulation,90
1,1,Field,2015-01-02 12:00:00,2015,2,,1,4.619999885559082,3.8868377208709717,-2.0999999046325684,-15.640000343322754,0,0.3,0,1,Simulation,90
1,1,Field,2015-01-03 12:00:00,2015,3,,1,0.5600000023841858,4.623857498168945,-13.779999732971191,-24.040000915527344,0,0.3,0,1,Simulation,90
1,1,Field,2015-01-04 12:00:00,2015,4,,1,0,2.8980824947357178,-22.719999313354492,-28.209999084472656,0,0.3,0,1,Simulation,90
1,1,Field,2015-01-05 12:00:00,2015,5,,1,0,4.55694580078125,-17.809999465942383,-27.489999771118164,0,0.3,0,1,Simulation,90
1,1,Field,2015-01-06 12:00:00,2015,6,,1,0,4.2897820472717285,-16.440000534057617,-25.139999389648438,0,0.3,0,1,Simulation,90
1,1,Field,2015-01-07 12:00:00,2015,7,,1,0,4.771214962005615,-15.470000267028809,-25.549999237060547,0,0.3,0,1,Simulation,90
1,1,Field,2015-01-08 12:00:00,2015,8,,1,0.9599999785423279,4.833607196807861,-12.680000305175781,-22.84000015258789,0,0.3,0,1,Simulation,90
1,1,Field,2015-01-09 12:00:00,2015,9,,1,0,3.198667049407959,-15.720000267028809,-21.489999771118164,0,0.3,0,1,Simulation,90
1,1,Field,2015-01-10 12:00:00,2015,10,,1,0,4.569421768188477,-16.15999984741211,-25.049999237060547,0,0.3,0,1,Simulation,90
1,1,Field,2015-01-11 12:00:00,2015,11,,1,0,5.314770698547363,-12.609999656677246,-23.760000228881836,0,0.3,0,1,Simulation,90
1,1,Field,2015-01-12 12:00:00,2015,12,,1,0,5.170234203338623,-18.049999237060547,-28.31999969482422,0,0.3,0,1,Simulation,90
