CheckpointID,SimulationID,Zone,Date,Year,DOY,StageName,Stage,Rain,Radn,MaxT,MinT,ThermalTime,Yieldkgha,FracGrowthRate,NutrientStress,TempStress,WaterStress,Result,SimulationName,id_trial
1,1,Field,2010-04-20 12:00:00,2010,110,Germinating,1,0,22.719655990600586,21.790000915527344,3.299999952316284,4.228339471109212,0,0.2545000433921814,1,0.2545000433921814,1,NA,Simulation,65
1,1,Field,2010-04-21 12:00:00,2010,111,Germinating,1,0,22.00778579711914,18.899999618530273,1.8799999952316284,2.8441628448069096,0,0.0389999806880951,1,0.0389999806880951,1,NA,Simulation,65
1,1,Field,2010-04-22 12:00:00,2010,112,Germinating,1,0,22.882295608520508,21.559999465942383,2.890000104904175,4.0540169622376565,0,0.2224999785423279,1,0.2224999785423279,1,NA,Simulation,65
1,1,Field,2010-04-23 12:00:00,2010,113,Germinating,1,0,21.8810977935791,21.809999465942383,4.949999809265137,4.517684099525213,0,0.337999963760376,1,0.337999963760376,1,NA,Simulation,65
1,1,Field,2010-04-24 12:00:00,2010,114,Germinating,1,4.170000076293945,11.441789627075195,19.34000015258789,9.0600004196167,4.2565269852340215,0,0.4200000286102295,1,0.4200000286102295,1,NA,Simulation,65
1,1,Field,2010-04-25 12:00:00,2010,115,Germinating,1,1.3300000429153442,14.856362342834473,16.989999771118164,7.46999979019165,2.751837360188366,0,0.22299997806549074,1,0.22299997806549074,1,NA,Simulation,65
1,1,Field,2010-04-26 12:00:00,2010,116,Germinating,1,0,17.314605712890625,18.270000457763672,6.949999809265137,3.2461189259588723,0,0.26100001335144046,1,0.26100001335144046,1,NA,Simulation,65
1,1,Field,2010-04-27 12:00:00,2010,117,Germinating,1,0,22.549602508544922,19.020000457763672,2.680000066757202,2.968321191990376,0,0.0850000262260437,1,0.0850000262260437,1,NA,Simulation,65
1,1,Field,2010-04-28 12:00:00,2010,118,Germinating,1,0,20.04300880432129,19.799999237060547,6.460000038146973,3.859284034222364,0,0.312999963760376,1,0.312999963760376,1,NA,Simulation,65
1,1,Field,2010-04-29 12:00:00,2010,119,Germinating,1,12.920000076293945,7.374888896942139,15.050000190734863,9.279999732971191,2.2442413956165312,0,0.21649999618530275,1,0.21649999618530275,1,NA,Simulation,65
1,1,Field,2010-04-30 12:00:00,2010,120,Germinating,1,2.559999942779541,9.827305793762207,14.989999771118164,7.289999961853027,1.810953014343977,0,0.11399998664855958,1,0.11399998664855958,1,NA,Simulation,65
1,1,Field,2010-05-01 12:00:00,2010,121,Germinating,1,0.5899999737739563,9.2156524658203125,11.119999885559082,6.010000228881836,0.20354160152673728,0,0,1,0,1,NA,Simulation,65
1,1,Field,2010-05-02 12:00:00,2010,122,Germinating,1,0.8299999833106995,11.72518253326416,9.729999542236328,3.25,0,0,0,1,0,1,NA,Simulation,65
1,1,Field,2010-05-03 12:00:00,2010,123,Germinating,1,0,15.620779991149902,12.850000381469727,4.050000190734863,0.687875134795904,0,0,1,0,1,NA,Simulation,65
1,1,Field,2010-05-04 12:00:00,2010,124,Germinating,1,1.7100000381469727,14.260343551635742,11.430000305175781,3.7100000381469727,0.2419895722985268,0,0,1,0,1,NA,Simulation,65
1,1,Field,2010-05-05 12:00:00,2010,125,Germinating,1,2.0399999618530273,9.987078666687012,10.079999923706055,3.119999885559082,0,0,0,1,0,1,NA,Simulation,65
1,1,Field,2010-05-06 12:00:00,2010,126,Germinating,1,9.930000305175781,8.032041549682617,7.860000133514404,2.5299999713897705,0,0,0,1,0,1,NA,Simulation,65
1,1,Field,2010-05-07 12:00:00,2010,127,Germinating,1,19.1299991607666,7.464918613433838,7.449999809265137,2.6600000858306885,0,0,0,1,0,1,NA,Simulation,65
1,1,Field,2010-05-08 12:00:00,2010,128,Germinating,1,0,21.27348518371582,12.239999771118164,0.7900000214576721,0.388679321525246,0,0,1,0,1,NA,Simulation,65
1,1,Field,2010-05-09 12:00:00,2010,129,Germinating,1,1.159999966621399,24.3681697845459,14.149999618530273,-0.019999999552965164,0.9429545609786876,0,0,1,0,1,NA,Simulation,65
1,1,Field,2010-05-10 12:00:00,2010,130,Germinating,1,13.329999923706055,11.859107971191406,12.34000015258789,4.690000057220459,0.5463984905928374,0,0,1,0,1,NA,Simulation,65
1,1,Field,2010-05-11 12:00:00,2010,131,Germinating,1,3.5799999237060547,7.3532633781433105,9.59000015258789,5.309999942779541,0,0,0,1,0,1,NA,Simulation,65
1,1,Field,2010-05-12 12:00:00,2010,132,Germinating,1,10.260000228881836,10.001642227172852,10.399999618530273,4.590000152587891,0.02824876681566235,0,0,1,0,1,NA,Simulation,65
1,1,Field,2010-05-13 12:00:00,2010,133,Germinating,1,1.899999976158142,17.158721923828125,13.300000190734863,5.670000076293945,0.930109584569931,0,0,1,0,1,NA,Simulation,65
1,1,Field,2010-05-14 12:00:00,2010,134,Germinating,1,0,27.485416412353516,23.31999969482422,5.699999809265137,5.332352953702212,0,0.4509999752044678,1,0.4509999752044678,1,NA,Simulation,65
1,1,Field,2010-05-15 12:00:00,2010,135,Germinating,1,0,27.1575984954834,23.81999969482422,6.679999828338623,5.78069255682826,0,0.5249999761581421,1,0.5249999761581421,1,NA,Simulation,65
1,1,Field,2010-05-16 12:00:00,2010,136,Germinating,1,0,24.60212516784668,23.68000030517578,10.020000457763672,6.850000381469726,0,0.6850000381469727,1,0.6850000381469727,1,NA,Simulation,65
1,1,Field,2010-05-17 12:00:00,2010,137,Germinating,1,0,26.388530731201172,26.1299991607666,10.3100004196167,8.21999979019165,0,0.8219999790191651,1,0.8219999790191651,1,NA,Simulation,65
1,1,Field,2010-05-18 12:00:00,2010,138,Germinating,1,0,26.825313568115234,26.780000686645508,10.489999771118164,8.635000228881836,0,0.8635000228881836,1,0.8635000228881836,1,NA,Simulation,65
1,1,Field,2010-05-19 12:00:00,2010,139,Germinating,1,0,26.46601676940918,26.979999542236328,11.420000076293945,9.199999809265137,0,0.9199999809265137,1,0.9199999809265137,1,NA,Simulation,65
1,1,Field,2010-05-20 12:00:00,2010,140,Germinating,1.999,0,27.327133178710938,27.1299991607666,10.529999732971191,8.829999446868896,0,0.8829999446868897,1,0.8829999446868897,1,NA,Simulation,65
1,1,Field,2010-05-21 12:00:00,2010,141,Emerging,2.1446666638056437,3.380000114440918,18.964153289794922,25.639999389648438,11.720000267028809,8.679999828338623,0,0.8679999828338624,1,0.8679999828338624,1,NA,Simulation,65
1,1,Field,2010-05-22 12:00:00,2010,142,Emerging,2.2897499879201253,3.509999990463257,16.82353401184082,24.209999084472656,13.199999809265137,8.704999446868896,0,0.8704999446868897,1,0.8704999446868897,1,NA,Simulation,65
1,1,Field,2010-05-23 12:00:00,2010,143,Emerging,2.459999990463257,6.809999942779541,16.612211227416992,25.610000610351563,14.819999694824219,10.21500015258789,0,1,1,1,1,NA,Simulation,65
1,1,Field,2010-05-24 12:00:00,2010,144,Emerging,2.6327499866485597,5.150000095367432,19.10107421875,27.329999923706055,13.399999618530273,10.364999771118166,0,1,1,1,1,NA,Simulation,65
1,1,Field,2010-05-25 12:00:00,2010,145,Emerging,2.7840833266576133,0,21.492252349853516,24.100000381469727,14.0600004196167,9.080000400543211,0,0.9080000400543213,1,0.9080000400543213,1,NA,Simulation,65
1,1,Field,2010-05-26 12:00:00,2010,146,Emerging,2.9163333336512247,0,28.130748748779297,26.280000686645508,9.59000015258789,7.935000419616701,0,0.79350004196167,1,0.79350004196167,1,NA,Simulation,65
1,1,Field,2010-05-27 12:00:00,2010,147,Vegetative,3.0146608670891135,0,28.028762817382813,29.93000030517578,12.579999923706055,8.892174375311406,0,1,1,1,1,NA,Simulation,65
1,1,Field,2010-05-28 12:00:00,2010,148,Vegetative,3.0456454888480784,0,26.759946823120117,32.380001068115234,16.260000228881836,10.410832911012195,0,1,1,1,0.9999999999999999,NA,Simulation,65
1,1,Field,2010-05-29 12:00:00,2010,149,Vegetative,3.078145843512491,3.7899999618530273,18.412553787231445,31.829999923706055,17.6200008392334,10.92011916724276,0,1,1,1,1,NA,Simulation,65
1,1,Field,2010-05-30 12:00:00,2010,150,Vegetative,3.096715944415363,0,24.036937713623047,24.1200008392334,11.960000038146973,6.239553903364883,0,0.8040000438690186,1,0.8040000438690186,0.9999999999999999,NA,Simulation,65
1,1,Field,2010-05-31 12:00:00,2010,151,Vegetative,3.1116689898727556,2.5999999046325684,18.828842163085938,23.18000030517578,9.84000015258789,5.024223273683932,0,0.6510000228881836,1,0.6510000228881836,1,NA,Simulation,65
1,1,Field,2010-06-01 12:00:00,2010,152,Vegetative,3.1257314832012297,0,23.070756912231445,21.899999618530273,10.40999984741211,4.72499775836739,0,0.6154999732971191,1,0.6154999732971191,1,NA,Simulation,65
1,1,Field,2010-06-02 12:00:00,2010,153,Vegetative,3.1380029277017325,0,28.154808044433594,23.149999618530273,6.460000038146973,4.123205352168851,0,0.4804999828338623,1,0.4804999828338623,0.9999999999999999,NA,Simulation,65
1,1,Field,2010-06-03 12:00:00,2010,154,Vegetative,3.154459433685626,7.329999923706055,19.59348487854004,24.780000686645508,9.770000457763672,5.5293860105882375,0,0.7275000572204591,1,0.7275000572204591,1,NA,Simulation,65
1,1,Field,2010-06-04 12:00:00,2010,155,Vegetative,3.175208145247792,0,23.514856338500977,25.56999969482422,12.859999656677246,6.97156708488773,0,0.9214999675750732,1,0.9214999675750732,1,NA,Simulation,65
1,1,Field,2010-06-05 12:00:00,2010,156,Vegetative,3.1945099720392176,1.7699999809265137,18.75295639038086,23.329999923706055,13.890000343322754,6.485413801919116,0,0.8610000133514405,1,0.8610000133514405,1,NA,Simulation,65
1,1,Field,2010-06-06 12:00:00,2010,157,Vegetative,3.2121696356882024,0,22.06343650817871,23.739999771118164,12.079999923706055,5.933646986058874,0,0.790999984741211,1,0.790999984741211,0.9999999999999999,NA,Simulation,65
1,1,Field,2010-06-07 12:00:00,2010,158,Vegetative,3.229438836361297,1.4800000190734863,26.02194595336914,25.34000015258789,10.1899995803833,5.802451426159772,0,0.7764999866485596,1,0.7764999866485596,1,NA,Simulation,65
1,1,Field,2010-06-08 12:00:00,2010,159,Vegetative,3.2490284001641063,2.6700000762939453,12.751251220703125,23.079999923706055,14.600000381469727,6.582093437743823,0,0.8840000152587891,1,0.8840000152587891,0.9999999999999998,NA,Simulation,65
1,1,Field,2010-06-09 12:00:00,2010,160,Vegetative,3.264157889451083,1.5499999523162842,15.620109558105469,20.610000610351563,13.09000015258789,5.083508400424205,0,0.6850000381469727,1,0.6850000381469727,0.9999999999999998,NA,Simulation,65
1,1,Field,2010-06-10 12:00:00,2010,161,Vegetative,3.2756523139588367,4.010000228881836,10.814248085021973,18.6299991607666,11.8100004196167,3.8621266346052794,0,0.5219999790191651,1,0.5219999790191651,1,NA,Simulation,65
1,1,Field,2010-06-11 12:00:00,2010,162,Vegetative,3.2910569567147747,5.440000057220459,8.864768028259277,19.809999465942383,14.220000267028809,5.1759599659952356,0,0.7014999866485596,1,0.7014999866485596,0.9999999999999998,NA,Simulation,65
1,1,Field,2010-06-12 12:00:00,2010,163,Vegetative,3.306215709952729,5.25,8.315159797668457,19.510000228881836,14.329999923706055,5.093341087952568,0,0.6920000076293946,1,0.6920000076293946,0.9999999999999999,NA,Simulation,65
1,1,Field,2010-06-13 12:00:00,2010,164,Vegetative,3.3214291738932578,0,19.15643310546875,21.600000381469727,12.319999694824219,5.111723884017681,0,0.6960000038146973,1,0.6960000038146973,1,NA,Simulation,65
1,1,Field,2010-06-14 12:00:00,2010,165,Vegetative,3.335927073283269,18.790000915527344,18.79942512512207,23.3700008392334,9.920000076293945,4.871294195043855,0,0.6645000457763672,1,0.6645000457763672,0.9999999999999998,NA,Simulation,65
1,1,Field,2010-06-15 12:00:00,2010,166,Vegetative,3.3549769524016377,7.269999980926514,16.22496795654297,24.219999313354492,13.270000457763672,6.400759383771784,0,0.8744999885559083,1,0.8744999885559083,1,NA,Simulation,65
1,1,Field,2010-06-16 12:00:00,2010,167,Vegetative,3.376668088383965,10.039999961853027,19.604135513305664,27.540000915527344,12.399999618530273,7.288221690062056,0,0.9970000267028809,1,0.9970000267028809,0.9999999999999998,NA,Simulation,65
1,1,Field,2010-06-17 12:00:00,2010,168,Vegetative,3.4017729107177557,9.930000305175781,16.51688575744629,27.299999237060547,15.800000190734863,8.435220304153626,0,1,1,1,1,NA,Simulation,65
1,1,Field,2010-06-18 12:00:00,2010,169,Vegetative,3.4224847184020133,0,19.264995574951172,24.139999389648438,14.930000305175781,6.959167381910477,0,0.953499984741211,1,0.953499984741211,1,NA,Simulation,65
1,1,Field,2010-06-19 12:00:00,2010,170,Vegetative,3.444014853442671,0,22.234230041503906,25.43000030517578,14.399999618530273,7.234125373661042,0,0.9914999961853028,1,0.9914999961853028,1,NA,Simulation,65
1,1,Field,2010-06-20 12:00:00,2010,171,Vegetative,3.469192571673124,4.119999885559082,18.59270668029785,28.360000610351563,14.829999923706055,8.459713325432185,0,1,1,1,0.9999999999999999,NA,Simulation,65
1,1,Field,2010-06-21 12:00:00,2010,172,Vegetative,3.49811356631947,6.96999979019165,15.997699737548828,28.790000915527344,17.84000015258789,9.717454201172211,0,1,1,1,0.9999999999999998,NA,Simulation,65
1,1,Field,2010-06-22 12:00:00,2010,173,Vegetative,3.523487627282986,0,23.235383987426758,27.729999542236328,15.619999885559082,8.5256844837413,0,1,1,1,1,NA,Simulation,65
1,1,Field,2010-06-23 12:00:00,2010,174,Vegetative,3.5503966558346445,0,19.44271469116211,27.100000381469727,17.639999389648438,9.041433593357391,0,1,1,1,1,NA,Simulation,65
1,1,Field,2010-06-24 12:00:00,2010,175,Vegetative,3.5766523932174663,6.429999828338623,18.797367095947266,29.030000686645508,15.079999923706055,8.821927760628098,0,1,1,1,0.9999999999999998,NA,Simulation,65
1,1,Field,2010-06-25 12:00:00,2010,176,Vegetative,3.604987659884376,0,21.449487686157227,28.420000076293945,17.559999465942383,9.520649600081628,0,1,1,1,1,NA,Simulation,65
1,1,Field,2010-06-26 12:00:00,2010,177,Vegetative,3.632730015645902,18.5,14.870911598205566,27.459999084472656,17.93000030517578,9.321431535872858,0,1,1,1,0.9999999999999999,NA,Simulation,65
1,1,Field,2010-06-27 12:00:00,2010,178,Vegetative,3.6566880032277664,0,18.68075180053711,25.170000076293945,16.709999084472656,8.049883827506326,0,1,1,1,1,NA,Simulation,65
1,1,Field,2010-06-28 12:00:00,2010,179,Vegetative,3.674239015166286,0,25.450101852416992,24.389999389648438,11.600000381469727,5.897140011342619,0,0.7994999885559082,1,0.7994999885559082,1,NA,Simulation,65
1,1,Field,2010-06-29 12:00:00,2010,180,Vegetative,3.692123820229494,0,27.7133846282959,25.860000610351563,10.390000343322754,6.009294501238003,0,0.8125000476837159,1,0.8125000476837159,0.9999999999999999,NA,Simulation,65
1,1,Field,2010-06-30 12:00:00,2010,181,Vegetative,3.7185955010420924,0,27.632850646972656,30.329999923706055,13.649999618530273,8.89448475303293,0,1,1,1,0.9999999999999999,NA,Simulation,65
1,1,Field,2010-07-01 12:00:00,2010,182,Vegetative,3.750575241780472,0,24.2159423828125,32.88999938964844,19.079999923706055,10.74519288809564,0,1,1,1,1,NA,Simulation,65
1,1,Field,2010-07-02 12:00:00,2010,183,Vegetative,3.7847223839672823,0,21.620553970336914,32.7599983215332,21.15999984741211,11.473439774768154,0,1,1,1,1,NA,Simulation,65
1,1,Field,2010-07-03 12:00:00,2010,184,Vegetative,3.8207598849079196,5.789999961853027,14.021696090698242,31.6200008392334,22.270000457763672,12.108600316054233,0,1,1,1,1,NA,Simulation,65
1,1,Field,2010-07-04 12:00:00,2010,185,Vegetative,3.850660767268573,0,17.34454345703125,27.299999237060547,19.389999389648438,10.046696473179495,0,1,1,1,1,NA,Simulation,65
1,1,Field,2010-07-05 12:00:00,2010,186,Vegetative,3.8769449873040323,0,24.86106300354004,28.239999771118164,15.119999885559082,8.831497931914296,0,1,1,1,0.9999999999999998,NA,Simulation,65
1,1,Field,2010-07-06 12:00:00,2010,187,Vegetative,3.8990887874288864,0.17000000178813934,24.371339797973633,25.950000762939453,13.640000343322754,7.440316841951048,0,0.9795000553131104,1,0.9795000553131104,1,NA,Simulation,65
1,1,Field,2010-07-07 12:00:00,2010,188,Vegetative,3.924486254428634,0,23.094762802124023,26.8799991607666,15.479999542236328,8.533548911915153,0,1,1,1,1,NA,Simulation,65
1,1,Field,2010-07-08 12:00:00,2010,189,Vegetative,3.9500585593018007,0,26.33902359008789,28.649999618530273,13.75,8.592294437383995,0,1,1,1,1,NA,Simulation,65
1,1,Field,2010-07-09 12:00:00,2010,190,Vegetative,3.9783632151890895,0,27.190414428710938,31.040000915527344,14.020000457763672,9.510364378129132,0,1,1,1,0.9999999999999999,NA,Simulation,65
1,1,Field,2010-07-10 12:00:00,2010,191,EarlyFlowering,4.0218156613481435,0,24.50229263305664,29.700000762939453,15.800000190734863,9.887839058243125,0,1,1,1,0.9999999999999998,NA,Simulation,65
1,1,Field,2010-07-11 12:00:00,2010,192,EarlyFlowering,4.089413573679985,0,22.01487922668457,26.09000015258789,14.710000038146973,8.111749479820944,0,1,1,1,0.9999999999999999,NA,Simulation,65
