CheckpointID,SimulationID,Zone,Date,Year,Month,Day,StageName,Stage,Rain,Radn,MaxT,MinT,Yieldkgha,FracGrowthRate,NutrientStress,TempStress,WaterStress,SimulationName,id_trial
1,1,Field,1996-01-01 12:00:00,1996,1,1,,1,4.099999904632568,2.0328032970428467,-2.440000057220459,-6.610000133514404,0,0,1,0,1,Simulation,16
1,1,Field,1996-01-02 12:00:00,1996,1,2,,1,2.299999952316284,4.075619220733643,-6.670000076293945,-15.739999771118164,0,0,1,0,1,Simulation,16
1,1,Field,1996-01-03 12:00:00,1996,1,3,,1,0,6.232222080230713,-10.470000267028809,-21.40999984741211,0,0,1,0,1,Simulation,16
1,1,Field,1996-01-04 12:00:00,1996,1,4,,1,0,4.978252410888672,-13.300000190734863,-21.1299991607666,0,0,1,0,1,Simulation,16
1,1,Field,1996-01-05 12:00:00,1996,1,5,,1,0,5.310192108154297,-20.040000915527344,-28.40999984741211,0,0,1,0,1,Simulation,16
1,1,Field,1996-01-06 12:00:00,1996,1,6,,1,0,6.799147605895996,-17.770000457763672,-29.920000076293945,0,0,1,0,1,Simulation,16
1,1,Field,1996-01-07 12:00:00,1996,1,7,,1,0,8.048344612121582,-9.510000228881836,-30.1200008392334,0,0,1,0,1,Simulation,16
1,1,Field,1996-01-08 12:00:00,1996,1,8,,1,0,7.92501163482666,0.9599999785423279,-17.809999465942383,0,0,1,0,1,Simulation,16
1,1,Field,1996-01-09 12:00:00,1996,1,9,,1,0,6.138775825500488,1.100000023841858,-9.010000228881836,0,0,1,0,1,Simulation,16
1,1,Field,1996-01-10 12:00:00,1996,1,10,,1,4.230000019073486,5.017679691314697,1.2799999713897705,-10.100000381469727,0,0,1,0,1,Simulation,16
1,1,Field,1996-01-11 12:00:00,1996,1,11,,1,0,5.836272239685059,3.819999933242798,-5.380000114440918,0,0,1,0,1,Simulation,16
1,1,Field,1996-01-12 12:00:00,1996,1,12,,1,0,6.696069717407227,6.739999771118164,-4.53000020980835,0,0,1,0,1,Simulation,16
1,1,Field,1996-01-13 12:00:00,1996,1,13,,1,0,6.745658874511719,7.130000114440918,-4.139999866485596,0,0,1,0,1,Simulation,16
1,1,Field,1996-01-14 12:00:00,1996,1,14,,1,0,6.905153274536133,-5.690000057220459,-16.600000381469727,0,0,1,0,1,Simulation,16
1,1,Field,1996-01-15 12:00:00,1996,1,15,,1,0,7.839904308319092,-6.570000171661377,-20.15999984741211,0,0,1,0,1,Simulation,16
1,1,Field,1996-01-16 12:00:00,1996,1,16,,1,0,8.62043285369873,3.819999933242798,-14.5600004196167,0,0,1,0,1,Simulation,16
1,1,Field,1996-01-17 12:00:00,1996,1,17,,1,0,6.099449634552002,-8.850000381469727,-17.420000076293945,0,0,1,0,1,Simulation,16
1,1,Field,1996-01-18 12:00:00,1996,1,18,,1,13.770000457763672,3.886151075363159,-20.969999313354492,-27.690000534057617,0,0,1,0,1,Simulation,16
1,1,Field,1996-01-19 12:00:00,1996,1,19,,1,0,7.728980541229248,-21.65999984741211,-33.099998474121094,0,0,1,0,1,Simulation,16
1,1,Field,1996-01-20 12:00:00,1996,1,20,,1,0,8.840058326721191,-13.180000305175781,-28.260000228881836,0,0,1,0,1,Simulation,16
1,1,Field,1996-01-21 12:00:00,1996,1,21,,1,0,9.534429550170898,-0.44999998807907104,-20.68000030517578,0,0,1,0,1,Simulation,16
1,1,Field,1996-01-22 12:00:00,1996,1,22,,1,0,6.653401851654053,-12.630000114440918,-21.209999084472656,0,0,1,0,1,Simulation,16
