CheckpointID,SimulationID,Zone,Date,Year,DOY,StageName,Stage,Rain,Radn,MaxT,MinT,ThermalTime,Yieldkgha,FracGrowthRate,NutrientStress,TempStress,WaterStress,SimulationName,id_trial
1,1,Field,1991-03-21 12:00:00,1991,80,Germinating,1,0,11.026358604431152,7.909999847412109,1,0,0,0,1,0,1,Simulation,2
1,1,Field,1991-03-22 12:00:00,1991,81,Germinating,1,3.359999895095825,4.245673179626465,3.799999952316284,0.6100000143051147,0,0,0,1,0,1,Simulation,2
1,1,Field,1991-03-23 12:00:00,1991,82,Germinating,1,2.890000104904175,6.417255401611328,4.329999923706055,-0.5699999928474426,0,0,0,1,0,1,Simulation,2
1,1,Field,1991-03-24 12:00:00,1991,83,Germinating,1,0,18.942750930786133,11.069999694824219,-2.6700000762939453,0.08231083770990377,0,0,1,0,1,Simulation,2
1,1,Field,1991-03-25 12:00:00,1991,84,Germinating,1,0,19.278886795043945,12.640000343322754,-1.5800000429153442,0.44723333005160115,0,0,1,0,1,Simulation,2
1,1,Field,1991-03-26 12:00:00,1991,85,Germinating,1,0,19.17350959777832,11.800000190734863,-1.9299999475479126,0.24456492061465984,0,0,1,0,1,Simulation,2
1,1,Field,1991-03-27 12:00:00,1991,86,Germinating,1,0,15.993295669555664,1.840000033378601,-7.78000020980835,0,0,0,1,0,1,Simulation,2
1,1,Field,1991-03-28 12:00:00,1991,87,Germinating,1,0,18.238462448120117,1.75,-9.75,0,0,0,1,0,1,Simulation,2
1,1,Field,1991-03-29 12:00:00,1991,88,Germinating,1,0,21.29442024230957,2.690000057220459,-13.170000076293945,0,0,0,1,0,1,Simulation,2
1,1,Field,1991-03-30 12:00:00,1991,89,Germinating,1,0,23.003433227539063,14.15999984741211,-7.46999979019165,0.7163610922753816,0,0,1,0,1,Simulation,2
1,1,Field,1991-03-31 12:00:00,1991,90,Germinating,1,0,21.92534637451172,14.210000038146973,-3.0799999237060547,0.8304172034561637,0,0,1,0,1,Simulation,2
1,1,Field,1991-04-01 12:00:00,1991,91,Germinating,1,0,23.15432357788086,16.1200008392334,-4.829999923706055,1.388258094191551,0,0,1,0,1,Simulation,2
1,1,Field,1991-04-02 12:00:00,1991,92,Germinating,1,0,20.899473190307617,20.610000610351563,-0.17000000178813934,3.3444072474204,0,0.02200003042817116,1,0.02200003042817116,1,Simulation,2
1,1,Field,1991-04-03 12:00:00,1991,93,Germinating,1,0,20.895509719848633,23.280000686645508,3.059999942779541,4.8657596778124566,0,0.31700003147125244,1,0.31700003147125244,1,Simulation,2
1,1,Field,1991-04-04 12:00:00,1991,94,Germinating,1,0,21.5704402923584,24,1.2699999809265137,4.889451559260488,0,0.2634999990463257,1,0.2634999990463257,1,Simulation,2
1,1,Field,1991-04-05 12:00:00,1991,95,Germinating,1,0,21.40472412109375,27.3799991607666,5.380000114440918,7.1508246256470684,0,0.637999963760376,1,0.637999963760376,1,Simulation,2
1,1,Field,1991-04-06 12:00:00,1991,96,Germinating,1,0,20.802766799926758,26.729999542236328,7.550000190734863,7.4175690801262855,0,0.7139999866485596,1,0.7139999866485596,1,Simulation,2
1,1,Field,1991-04-07 12:00:00,1991,97,Germinating,1,0,14.093871116638184,16.3799991607666,6.849999904632568,2.368888664320111,0,0.1614999532699585,1,0.1614999532699585,1,Simulation,2
1,1,Field,1991-04-08 12:00:00,1991,98,Germinating,1,0,14.82777214050293,14.75,5,1.4550875,0,0,1,0,1,Simulation,2
1,1,Field,1991-04-09 12:00:00,1991,99,Germinating,1,0,18.60858726501465,14.130000114440918,0.949999988079071,0.9783031624462457,0,0,1,0,1,Simulation,2
1,1,Field,1991-04-10 12:00:00,1991,100,Germinating,1,0,22.660457611083984,16.59000015258789,-4.449999809265137,1.560612558871508,0,0,1,0,1,Simulation,2
1,1,Field,1991-04-11 12:00:00,1991,101,Germinating,1,0,17.9161319732666,11.859999656677246,-0.6800000071525574,0.2773701691992583,0,0,1,0,1,Simulation,2
1,1,Field,1991-04-12 12:00:00,1991,102,Germinating,1,4.630000114440918,6.156960487365723,5.460000038146973,0.46000000834465027,0,0,0,1,0,1,Simulation,2
1,1,Field,1991-04-13 12:00:00,1991,103,Germinating,1,7.059999942779541,4.305870056152344,3.75,0.5299999713897705,0,0,0,1,0,1,Simulation,2
1,1,Field,1991-04-14 12:00:00,1991,104,Germinating,1,3.690000057220459,7.1436567306518555,5.71999979019165,0.14000000059604645,0,0,0,1,0,1,Simulation,2
1,1,Field,1991-04-15 12:00:00,1991,105,Germinating,1,0,17.66614532470703,9.180000305175781,-2.200000047683716,0,0,0,1,0,1,Simulation,2
1,1,Field,1991-04-16 12:00:00,1991,106,Germinating,1,0,19.55988883972168,12.359999656677246,-1.0700000524520874,0.38905354352146393,0,0,1,0,1,Simulation,2
1,1,Field,1991-04-17 12:00:00,1991,107,Germinating,1,0,22.29201889038086,14.34000015258789,-2.6700000762939453,0.891285984814167,0,0,1,0,1,Simulation,2
1,1,Field,1991-04-18 12:00:00,1991,108,Germinating,1,0,18.289844512939453,11.59000015258789,-0.07999999821186066,0.2228876608906314,0,0,1,0,1,Simulation,2
1,1,Field,1991-04-19 12:00:00,1991,109,Germinating,1,0,22.411922454833984,11.770000457763672,-4.639999866485596,0.19696548458933827,0,0,1,0,1,Simulation,2
1,1,Field,1991-04-20 12:00:00,1991,110,Germinating,1,0,23.92544937133789,14.710000038146973,-4.820000171661377,0.920967192724347,0,0,1,0,1,Simulation,2
1,1,Field,1991-04-21 12:00:00,1991,111,Germinating,1,1.9199999570846558,23.54299545288086,16.399999618530273,-2.549999952316284,1.5798201880231502,0,0,1,0,1,Simulation,2
1,1,Field,1991-04-22 12:00:00,1991,112,Germinating,1,1.2799999713897705,12.581206321716309,9.420000076293945,1.6699999570846558,0,0,0,1,0,1,Simulation,2
1,1,Field,1991-04-23 12:00:00,1991,113,Germinating,1,0,19.360824584960938,12.100000381469727,-0.8100000023841858,0.33183421462401763,0,0,1,0,1,Simulation,2
1,1,Field,1991-04-24 12:00:00,1991,114,Germinating,1,0,26.50047492980957,26.860000610351563,-2.759999990463257,5.635353248488904,0,0.2050000309944153,1,0.2050000309944153,1,Simulation,2
1,1,Field,1991-04-25 12:00:00,1991,115,Germinating,1,0,24.457265853881836,25.530000686645508,4.690000057220459,6.166706572249533,0,0.5110000371932983,1,0.5110000371932983,1,Simulation,2
1,1,Field,1991-04-26 12:00:00,1991,116,Germinating,1,15.670000076293945,12.604447364807129,22.229999542236328,10.699999809265137,6.464999675750733,0,0.6464999675750733,1,0.6464999675750733,1,Simulation,2
1,1,Field,1991-04-27 12:00:00,1991,117,Germinating,1,7.260000228881836,6.427551746368408,15.079999923706055,9.75,2.414999961853028,0,0.24149999618530274,1,0.24149999618530274,1,Simulation,2
1,1,Field,1991-04-28 12:00:00,1991,118,Germinating,1,0,12.11898136138916,16.149999618530273,8.640000343322754,2.603856532752514,0,0.23949999809265138,1,0.23949999809265138,1,Simulation,2
1,1,Field,1991-04-29 12:00:00,1991,119,Germinating,1,27.09000015258789,13.05112075805664,12.510000228881836,1.7300000190734863,0.4746782017499209,0,0,1,0,1,Simulation,2
1,1,Field,1991-04-30 12:00:00,1991,120,Germinating,1,10.779999732971191,8.438470840454102,7.519999980926514,1.2300000190734863,0,0,0,1,0,1,Simulation,2
1,1,Field,1991-05-01 12:00:00,1991,121,Germinating,1,0,8.598548889160156,5.710000038146973,1.2300000190734863,0,0,0,1,0,1,Simulation,2
1,1,Field,1991-05-02 12:00:00,1991,122,Germinating,1,0,10.28146743774414,4.539999961853027,-0.6399999856948853,0,0,0,1,0,1,Simulation,2
1,1,Field,1991-05-03 12:00:00,1991,123,Germinating,1,27.56999969482422,7.727248668670654,4.980000019073486,0,0,0,0,1,0,1,Simulation,2
1,1,Field,1991-05-04 12:00:00,1991,124,Germinating,1,0,14.376049995422363,8.6899995803833,1.75,0,0,0,1,0,1,Simulation,2
1,1,Field,1991-05-05 12:00:00,1991,125,Germinating,1,0,16.43695831298828,7.409999847412109,-0.28999999165534973,0,0,0,1,0,1,Simulation,2
1,1,Field,1991-05-06 12:00:00,1991,126,Germinating,1,0,15.328319549560547,7.929999828338623,1.0800000429153442,0,0,0,1,0,1,Simulation,2
1,1,Field,1991-05-07 12:00:00,1991,127,Germinating,1,0,21.47768211364746,12.8100004196167,2.0899999141693115,0.5897751354798675,0,0,1,0,1,Simulation,2
1,1,Field,1991-05-08 12:00:00,1991,128,Germinating,1,0,26.146642684936523,18.65999984741211,2.5199999809265137,2.8071909363031393,0,0.05899999141693116,1,0.05899999141693116,1,Simulation,2
1,1,Field,1991-05-09 12:00:00,1991,129,Germinating,1,0,26.38139533996582,26.110000610351563,8.319999694824219,7.324342337894438,0,0.7215000152587892,1,0.7215000152587892,1,Simulation,2
1,1,Field,1991-05-10 12:00:00,1991,130,Germinating,1,0,23.77403450012207,28.219999313354492,14.069999694824219,11.144999504089355,0,1,1,1,1,Simulation,2
1,1,Field,1991-05-11 12:00:00,1991,131,Germinating,1,0,23.559282302856445,29.3799991607666,15.329999923706055,12.354999542236326,0,1,1,1,1,Simulation,2
1,1,Field,1991-05-12 12:00:00,1991,132,Germinating,1,3.4000000953674316,18.07341194152832,31.969999313354492,16.059999465942383,13.251660022783279,0,1,1,1,1,Simulation,2
1,1,Field,1991-05-13 12:00:00,1991,133,Germinating,1,0,26.049955368041992,28.40999984741211,10.90999984741211,9.65999984741211,0,0.965999984741211,1,0.965999984741211,1,Simulation,2
1,1,Field,1991-05-14 12:00:00,1991,134,Germinating,1,0,27.022397994995117,32.689998626708984,11.949999809265137,11.23346694487333,0,1,1,1,1,Simulation,2
1,1,Field,1991-05-15 12:00:00,1991,135,Germinating,1,0,21.85239028930664,26.530000686645508,13.729999542236328,10.130000114440918,0,1,1,1,1,Simulation,2
1,1,Field,1991-05-16 12:00:00,1991,136,Germinating,1,0,21.3258056640625,25.6299991607666,13.479999542236328,9.554999351501465,0,0.9554999351501465,1,0.9554999351501465,1,Simulation,2
1,1,Field,1991-05-17 12:00:00,1991,137,Germinating,1,0,22.418970108032227,22.729999542236328,10.239999771118164,6.484999656677248,0,0.6484999656677246,1,0.6484999656677246,1,Simulation,2
1,1,Field,1991-05-18 12:00:00,1991,138,Germinating,1,0,27.46144676208496,22.459999084472656,4.25,4.694644895792008,0,0.3354999542236328,1,0.3354999542236328,1,Simulation,2
1,1,Field,1991-05-19 12:00:00,1991,139,Germinating,1,0,25.8179874420166,23.229999542236328,7.409999847412109,5.691242988300322,0,0.5319999694824219,1,0.5319999694824219,1,Simulation,2
1,1,Field,1991-05-20 12:00:00,1991,140,Germinating,1,0,25.397661209106445,27.510000228881836,11.869999885559082,9.690000057220457,0,0.9690000057220459,1,0.9690000057220459,1,Simulation,2
1,1,Field,1991-05-21 12:00:00,1991,141,Germinating,1.999,16.530000686645508,18.344932556152344,30.25,14.920000076293945,12.585000038146974,0,1,1,1,1,Simulation,2
1,1,Field,1991-05-22 12:00:00,1991,142,Emerging,2.228166675567627,6.800000190734863,16.444913864135742,30.290000915527344,17.09000015258789,13.690000534057617,0,1,1,1,1,Simulation,2
1,1,Field,1991-05-23 12:00:00,1991,143,Emerging,2.4152500152587892,7.869999885559082,12.861418724060059,25.75,16.700000762939453,11.225000381469727,0,1,1,1,1,Simulation,2
1,1,Field,1991-05-24 12:00:00,1991,144,Emerging,2.556083353360494,0,23.111135482788086,24.6200008392334,12.279999732971191,8.450000286102295,0,0.8450000286102295,1,0.8450000286102295,1,Simulation,2
1,1,Field,1991-05-25 12:00:00,1991,145,Emerging,2.7244166930516562,0,26.461820602416992,28.020000457763672,12.180000305175781,10.100000381469728,0,1,1,1,1,Simulation,2
