CheckpointID,SimulationID,Zone,Date,Year,DOY,StageName,Stage,Rain,Radn,MaxT,MinT,Yieldkgha,NutrientStress,TempStress,WaterStress,SimulationName,id_trial
1,1,Field,1994-01-01 12:00:00,1994,1,,1,1.690000057220459,4.503355026245117,-12.270000457763672,-21.25,0,0.3,0,1,Simulation,11
1,1,Field,1994-01-02 12:00:00,1994,2,,1,0,3.749419927597046,-15.869999885559082,-22.790000915527344,0,0.3,0,1,Simulation,11
1,1,Field,1994-01-03 12:00:00,1994,3,,1,3.609999895095825,4.369196891784668,-11.520000457763672,-26.1200008392334,0,0.3,0,1,Simulation,11
1,1,Field,1994-01-04 12:00:00,1994,4,,1,0,5.0185699462890625,-13.5,-23.729999542236328,0,0.3,0,1,Simulation,11
1,1,Field,1994-01-05 12:00:00,1994,5,,1,7.820000171661377,4.0820512771606445,-16.559999465942383,-28.020000457763672,0,0.3,0,1,Simulation,11
1,1,Field,1994-01-06 12:00:00,1994,6,,1,4.139999866485596,3.3893277645111084,-17.93000030517578,-26.18000030517578,0,0.3,0,1,Simulation,11
1,1,Field,1994-01-07 12:00:00,1994,7,,1,0,3.6279892921447754,-21.969999313354492,-28.1299991607666,0,0.3,0,1,Simulation,11
1,1,Field,1994-01-08 12:00:00,1994,8,,1,0,4.543985366821289,-20.139999389648438,-28.209999084472656,0,0.3,0,1,Simulation,11
1,1,Field,1994-01-09 12:00:00,1994,9,,1,0,6.333433151245117,-13.850000381469727,-29.149999618530273,0,0.3,0,1,Simulation,11
1,1,Field,1994-01-10 12:00:00,1994,10,,1,0,6.348691463470459,-10.640000343322754,-25.600000381469727,0,0.3,0,1,Simulation,11
1,1,Field,1994-01-11 12:00:00,1994,11,,1,0,6.147489547729492,-14.899999618530273,-27.790000915527344,0,0.3,0,1,Simulation,11
1,1,Field,1994-01-12 12:00:00,1994,12,,1,1.149999976158142,4.201858043670654,-14.210000038146973,-21.100000381469727,0,0.3,0,1,Simulation,11
1,1,Field,1994-01-13 12:00:00,1994,13,,1,0,3.841529130935669,-19.510000228881836,-25.56999969482422,0,0.3,0,1,Simulation,11
1,1,Field,1994-01-14 12:00:00,1994,14,,1,0,4.358621597290039,-24.5,-31.420000076293945,0,0.3,0,1,Simulation,11
1,1,Field,1994-01-15 12:00:00,1994,15,,1,5.199999809265137,4.974510669708252,-24,-37.47999954223633,0,0.3,0,1,Simulation,11
1,1,Field,1994-01-16 12:00:00,1994,16,,1,0,6.01405668258667,-21.559999465942383,-32.09000015258789,0,0.3,0,1,Simulation,11
1,1,Field,1994-01-17 12:00:00,1994,17,,1,0,4.356447219848633,-26.010000228881836,-32.540000915527344,0,0.3,0,1,Simulation,11
1,1,Field,1994-01-18 12:00:00,1994,18,,1,0,5.031717300415039,-29.1200008392334,-36.79999923706055,0,0.3,0,1,Simulation,11
1,1,Field,1994-01-19 12:00:00,1994,19,,1,0,6.566778182983398,-24.149999618530273,-35.59000015258789,0,0.3,0,1,Simulation,11
1,1,Field,1994-01-20 12:00:00,1994,20,,1,0,7.807777404785156,-12.470000267028809,-33.220001220703125,0,0.3,0,1,Simulation,11
1,1,Field,1994-01-21 12:00:00,1994,21,,1,0,7.664511203765869,-5.710000038146973,-22.469999313354492,0,0.3,0,1,Simulation,11
1,1,Field,1994-01-22 12:00:00,1994,22,,1,0,6.4149603843688965,-7.050000190734863,-17.25,0,0.3,0,1,Simulation,11
1,1,Field,1994-01-23 12:00:00,1994,23,,1,0,6.397178649902344,-5.28000020980835,-15.199999809265137,0,0.3,0,1,Simulation,11
1,1,Field,1994-01-24 12:00:00,1994,24,,1,0,3.6339190006256104,-9.890000343322754,-14.640000343322754,0,0.3,0,1,Simulation,11
1,1,Field,1994-01-25 12:00:00,1994,25,,1,0,4.367949485778809,-9.380000114440918,-15.119999885559082,0,0.3,0,1,Simulation,11
1,1,Field,1994-01-26 12:00:00,1994,26,,1,0,4.720029830932617,-9.15999984741211,-15.300000190734863,0,0.3,0,1,Simulation,11
1,1,Field,1994-01-27 12:00:00,1994,27,,1,0,2.7027363777160645,-7.360000133514404,-10.630000114440918,0,0.3,0,1,Simulation,11
1,1,Field,1994-01-28 12:00:00,1994,28,,1,0,5.845304012298584,-6.510000228881836,-14.220000267028809,0,0.3,0,1,Simulation,11
1,1,Field,1994-01-29 12:00:00,1994,29,,1,0,7.172368049621582,-18.719999313354492,-28.639999389648438,0,0.3,0,1,Simulation,11
1,1,Field,1994-01-30 12:00:00,1994,30,,1,0,8.5253448486328125,-20.260000228881836,-34.06999969482422,0,0.3,0,1,Simulation,11
