CheckpointID,SimulationID,Zone,Date,Year,DOY,StageName,Stage,Rain,Radn,MaxT,MinT,Yieldkgha,NutrientStress,TempStress,WaterStress,SimulationName,id_trial
1,1,Field,1995-01-01 12:00:00,1995,1,,1,0,4.877525329589844,-9.760000228881836,-19.639999389648438,0,0.3,0,1,Simulation,14
1,1,Field,1995-01-02 12:00:00,1995,2,,1,0,4.951549530029297,-9.140000343322754,-19.15999984741211,0,0.3,0,1,Simulation,14
1,1,Field,1995-01-03 12:00:00,1995,3,,1,0,3.5767295360565186,-16.8700008392334,-23.15999984741211,0,0.3,0,1,Simulation,14
1,1,Field,1995-01-04 12:00:00,1995,4,,1,0,5.394643306732178,-14.010000228881836,-25.299999237060547,0,0.3,0,1,Simulation,14
1,1,Field,1995-01-05 12:00:00,1995,5,,1,0,6.182237148284912,-4.980000019073486,-21.280000686645508,0,0.3,0,1,Simulation,14
1,1,Field,1995-01-06 12:00:00,1995,6,,1,0,4.0459184646606445,-12.489999771118164,-19.56999969482422,0,0.3,0,1,Simulation,14
1,1,Field,1995-01-07 12:00:00,1995,7,,1,0,6.2517619132995605,-8.510000228881836,-23.989999771118164,0,0.3,0,1,Simulation,14
1,1,Field,1995-01-08 12:00:00,1995,8,,1,0,5.613537788391113,-8.739999771118164,-20.06999969482422,0,0.3,0,1,Simulation,14
1,1,Field,1995-01-09 12:00:00,1995,9,,1,2.3499999046325684,4.177613258361816,-10.34000015258789,-21.219999313354492,0,0.3,0,1,Simulation,14
1,1,Field,1995-01-10 12:00:00,1995,10,,1,0,4.8015336990356445,-5.550000190734863,-14.069999694824219,0,0.3,0,1,Simulation,14
1,1,Field,1995-01-11 12:00:00,1995,11,,1,0,3.972390651702881,-1.7999999523162842,-8.40999984741211,0,0.3,0,1,Simulation,14
1,1,Field,1995-01-12 12:00:00,1995,12,,1,1.309999942779541,2.5988407135009766,-3.0299999713897705,-7.079999923706055,0,0.3,0,1,Simulation,14
1,1,Field,1995-01-13 12:00:00,1995,13,,1,0,3.5567519664764404,-5.610000133514404,-11.199999809265137,0,0.3,0,1,Simulation,14
1,1,Field,1995-01-14 12:00:00,1995,14,,1,0,5.685580730438232,-7.130000114440918,-17.25,0,0.3,0,1,Simulation,14
1,1,Field,1995-01-15 12:00:00,1995,15,,1,0,6.278435707092285,-4.53000020980835,-16.520000457763672,0,0.3,0,1,Simulation,14
1,1,Field,1995-01-16 12:00:00,1995,16,,1,3.430000066757202,3.8623974323272705,0.10000000149011612,-8.369999885559082,0,0.3,0,1,Simulation,14
1,1,Field,1995-01-17 12:00:00,1995,17,,1,8.329999923706055,3.783263683319092,0.33000001311302185,-7.679999828338623,0,0.3,0,1,Simulation,14
1,1,Field,1995-01-18 12:00:00,1995,18,,1,0,5.808685302734375,-6.369999885559082,-15.800000190734863,0,0.3,0,1,Simulation,14
1,1,Field,1995-01-19 12:00:00,1995,19,,1,0,5.9592509269714355,-7.78000020980835,-17.31999969482422,0,0.3,0,1,Simulation,14
1,1,Field,1995-01-20 12:00:00,1995,20,,1,0,5.2618255615234375,-9.229999542236328,-17,0,0.3,0,1,Simulation,14
1,1,Field,1995-01-21 12:00:00,1995,21,,1,0,4.7892351150512695,-10.720000267028809,-17.459999084472656,0,0.3,0,1,Simulation,14
1,1,Field,1995-01-22 12:00:00,1995,22,,1,0,5.6561598777771,-12.399999618530273,-20.540000915527344,0,0.3,0,1,Simulation,14
1,1,Field,1995-01-23 12:00:00,1995,23,,1,0,7.208408355712891,-12.220000267028809,-24.059999465942383,0,0.3,0,1,Simulation,14
1,1,Field,1995-01-24 12:00:00,1995,24,,1,0,7.591894149780273,-9.359999656677246,-22.329999923706055,0,0.3,0,1,Simulation,14
1,1,Field,1995-01-25 12:00:00,1995,25,,1,0,5.803781509399414,-10.880000114440918,-18.809999465942383,0,0.3,0,1,Simulation,14
1,1,Field,1995-01-26 12:00:00,1995,26,,1,0,7.818031311035156,-6.159999847412109,-19.049999237060547,0,0.3,0,1,Simulation,14
1,1,Field,1995-01-27 12:00:00,1995,27,,1,0,5.870984077453613,-4.96999979019165,-12.739999771118164,0,0.3,0,1,Simulation,14
1,1,Field,1995-01-28 12:00:00,1995,28,,1,0,5.1230034828186035,-5.559999942779541,-11.979999542236328,0,0.3,0,1,Simulation,14
1,1,Field,1995-01-29 12:00:00,1995,29,,1,0,6.749505043029785,-9.029999732971191,-17.93000030517578,0,0.3,0,1,Simulation,14
1,1,Field,1995-01-30 12:00:00,1995,30,,1,0,9.321859359741211,3.009999990463257,-19.469999313354492,0,0.3,0,1,Simulation,14
1,1,Field,1995-01-31 12:00:00,1995,31,,1,0,7.856525421142578,2.5299999713897705,-8.670000076293945,0,0.3,0,1,Simulation,14
1,1,Field,1995-02-01 12:00:00,1995,32,,1,0,4.838215351104736,-2.4200000762939453,-7.929999828338623,0,0.3,0,1,Simulation,14
1,1,Field,1995-02-02 12:00:00,1995,33,,1,0,7.36961030960083,0.1599999964237213,-9.170000076293945,0,0.3,0,1,Simulation,14
1,1,Field,1995-02-03 12:00:00,1995,34,,1,0,7.900964736938477,-0.8500000238418579,-10.899999618530273,0,0.3,0,1,Simulation,14
1,1,Field,1995-02-04 12:00:00,1995,35,,1,0,5.182667255401611,-11.279999732971191,-16.639999389648438,0,0.3,0,1,Simulation,14
1,1,Field,1995-02-05 12:00:00,1995,36,,1,0,7.787628173828125,-12.319999694824219,-21.139999389648438,0,0.3,0,1,Simulation,14
1,1,Field,1995-02-06 12:00:00,1995,37,,1,1.3300000429153442,9.685497283935547,-6.010000228881836,-19.030000686645508,0,0.3,0,1,Simulation,14
1,1,Field,1995-02-07 12:00:00,1995,38,,1,0,5.39586877822876,-11.670000076293945,-16.829999923706055,0,0.3,0,1,Simulation,14
1,1,Field,1995-02-08 12:00:00,1995,39,,1,0,11.052895545959473,0.09000000357627869,-22.290000915527344,0,0.3,0,1,Simulation,14
1,1,Field,1995-02-09 12:00:00,1995,40,,1,0,10.205942153930664,1.899999976158142,-11.739999771118164,0,0.3,0,1,Simulation,14
1,1,Field,1995-02-10 12:00:00,1995,41,,1,0,9.979310035705566,-7.889999866485596,-20.06999969482422,0,0.3,0,1,Simulation,14
1,1,Field,1995-02-11 12:00:00,1995,42,,1,0,9.660285949707031,-15.279999732971191,-26.350000381469727,0,0.3,0,1,Simulation,14
1,1,Field,1995-02-12 12:00:00,1995,43,,1,0,8.1182279586792,-16.309999465942383,-24.579999923706055,0,0.3,0,1,Simulation,14
1,1,Field,1995-02-13 12:00:00,1995,44,,1,0,9.42301082611084,-14.65999984741211,-24.700000762939453,0,0.3,0,1,Simulation,14
1,1,Field,1995-02-14 12:00:00,1995,45,,1,7.760000228881836,9.017459869384766,-7.980000019073486,-25.709999084472656,0,0.3,0,1,Simulation,14
1,1,Field,1995-02-15 12:00:00,1995,46,,1,0,11.113036155700684,-10.640000343322754,-23.780000686645508,0,0.3,0,1,Simulation,14
1,1,Field,1995-02-16 12:00:00,1995,47,,1,0,12.602336883544922,-7.329999923706055,-27.049999237060547,0,0.3,0,1,Simulation,14
1,1,Field,1995-02-17 12:00:00,1995,48,,1,0,10.661112785339355,-7.949999809265137,-19.670000076293945,0,0.3,0,1,Simulation,14
1,1,Field,1995-02-18 12:00:00,1995,49,,1,0,12.51480770111084,2.180000066757202,-15.050000190734863,0,0.3,0,1,Simulation,14
1,1,Field,1995-02-19 12:00:00,1995,50,,1,0.5400000214576721,13.290397644042969,3.440000057220459,-18.309999465942383,0,0.3,0,1,Simulation,14
1,1,Field,1995-02-20 12:00:00,1995,51,,1,0,11.54365348815918,1.2999999523162842,-12.210000038146973,0,0.3,0,1,Simulation,14
1,1,Field,1995-02-21 12:00:00,1995,52,,1,0,12.71358585357666,3.569999933242798,-12.970000267028809,0,0.3,0,1,Simulation,14
1,1,Field,1995-02-22 12:00:00,1995,53,,1,0,11.72160530090332,6.28000020980835,-7.239999771118164,0,0.3,0,1,Simulation,14
1,1,Field,1995-02-23 12:00:00,1995,54,,1,0,6.514806747436523,1.559999942779541,-4.460000038146973,0,0.3,0,1,Simulation,14
1,1,Field,1995-02-24 12:00:00,1995,55,,1,1.4900000095367432,11.164311408996582,2.7100000381469727,-8.789999961853027,0,0.3,0,1,Simulation,14
1,1,Field,1995-02-25 12:00:00,1995,56,,1,0,4.962380409240723,-2.140000104904175,-6.349999904632568,0,0.3,0,1,Simulation,14
1,1,Field,1995-02-26 12:00:00,1995,57,,1,1.7599999904632568,4.638785362243652,-3.4000000953674316,-7.170000076293945,0,0.3,0,1,Simulation,14
1,1,Field,1995-02-27 12:00:00,1995,58,,1,0,9.282102584838867,-9.239999771118164,-17.200000762939453,0,0.3,0,1,Simulation,14
1,1,Field,1995-02-28 12:00:00,1995,59,,1,0,12.7968168258667,-12.640000343322754,-24.889999389648438,0,0.3,0,1,Simulation,14
1,1,Field,1995-03-01 12:00:00,1995,60,,1,0,13.248384475708008,-13.520000457763672,-25.81999969482422,0,0.3,0,1,Simulation,14
1,1,Field,1995-03-02 12:00:00,1995,61,,1,0,15.851527214050293,-5.510000228881836,-25.010000228881836,0,0.3,0,1,Simulation,14
1,1,Field,1995-03-03 12:00:00,1995,62,,1,0,12.748900413513184,-7.829999923706055,-19.229999542236328,0,0.3,0,1,Simulation,14
