Site,Planting,Y,X,Crop,Genetics,id_loc,id_trial,Year,Mat,Yield_Sim,Rain_0,Rain_1,Rain_2,Rain_3,Rain_4,Rain_5,Rain_6,Radn_0,Radn_1,Radn_2,Radn_3,Radn_4,Radn_5,Radn_6,MaxT_0,MaxT_1,MaxT_2,MaxT_3,MaxT_4,MaxT_5,MaxT_6,MinT_0,MinT_1,MinT_2,MinT_3,MinT_4,MinT_5,MinT_6,NutrientStress_0,NutrientStress_1,NutrientStress_2,NutrientStress_3,NutrientStress_4,NutrientStress_5,NutrientStress_6,TempStress_0,TempStress_1,TempStress_2,TempStress_3,TempStress_4,TempStress_5,TempStress_6,WaterStress_0,WaterStress_1,WaterStress_2,WaterStress_3,WaterStress_4,WaterStress_5,WaterStress_6,Start_DOY_0,Start_DOY_1,Start_DOY_2,Start_DOY_3,Start_DOY_4,Start_DOY_5,Start_DOY_6
casselton_nd,1994-05-21,46.8973,-97.2124,soybean,0,1,11,1994,B_80,5983.502710111017,0.8352857104369572,1.4325000166893005,6.453684309595509,0.9733333269755046,2.3423077234855065,5.568888876173231,1.3173077026238809,13.830425453186034,22.396582937240602,19.569582587794255,21.388009707132976,17.536167193681766,11.273878150516087,6.607588905554551,1.6066428240920816,25.967499923706054,25.7494737223575,27.237999979654948,25.41179490700746,25.60333357916938,7.661057675579706,-10.869571439908551,10.790000009536744,13.668421042592902,13.854000091552734,11.343333293230106,13.794444508022732,-2.8029807896281667,0.3,0.72,0.9999999999999999,0.9999999999999999,1,1,0.3,0.19671683539588916,1,1,1,0.9990567759279803,1,0.2910130484039885,1,1,1,1,1,1,1,1,141,161,199,214,253,262
watertown_sd,1995-05-25,44.9096,-97.1539,soybean,0,2,12,1995,B_80,1653.135691567054,1.5589583447823923,3.5340909388932316,2.649166670110491,3.7607692021590013,2.5703333218892417,0.7272727272727273,1.588348620255059,13.353861883282661,21.04233707081188,21.424532413482666,19.986341623159557,16.228849824269613,16.985637057911266,7.606367203073764,3.7277083235223674,22.25272698835893,27.43583345413208,27.433076858520508,27.845333353678384,23.05454531582919,5.355963346198065,-6.467569471492122,10.419090856205333,15.786388953526815,14.64615403688871,16.776666673024497,10.19636373086409,-4.374403666773247,0.3,0.6818181818181818,1,1,1,1,0.3,0.1767311513983822,0.9308928553160135,1,1,1,0.9665259626004603,0.21476736833703938,1,1,1,1,1,1,1,1,145,167,203,216,246,257
watertown_sd,1995-05-25,44.9096,-97.1539,soybean,1,2,13,1995,B_80,1653.135691567054,1.5589583447823923,3.5340909388932316,2.649166670110491,3.7607692021590013,2.5703333218892417,0.7272727272727273,1.588348620255059,13.353861883282661,21.04233707081188,21.424532413482666,19.986341623159557,16.228849824269613,16.985637057911266,7.606367203073764,3.7277083235223674,22.25272698835893,27.43583345413208,27.433076858520508,27.845333353678384,23.05454531582919,5.355963346198065,-6.467569471492122,10.419090856205333,15.786388953526815,14.64615403688871,16.776666673024497,10.19636373086409,-4.374403666773247,0.3,0.6818181818181818,1,1,1,1,0.3,0.1767311513983822,0.9308928553160135,1,1,1,0.9665259626004603,0.21476736833703938,1,1,1,1,1,1,1,1,145,167,203,216,246,257
casselton_nd,1995-05-21,46.8973,-97.2124,soybean,0,1,14,1995,B_80,4771.806362735622,1.058000004717282,1.6581817973743787,4.508787874019507,2.3466666539510093,2.319354819013707,3.1824999451637273,1.1837931028727828,13.271596264839172,22.7862998789007,19.385308959267356,21.507888666788737,18.41980860310216,15.111777007579803,7.556754841886717,2.4695000082786596,23.467727227644488,28.123333555279356,27.020000203450522,28.794193575459143,28.46999955177307,5.327068970201473,-8.361214233642178,8.955909154631875,15.937878709850889,14.568000094095867,15.082580535642562,14.68500018119812,-5.222068956635636,0.3,0.65,1,0.9999999999999999,1,1,0.3,0.15559183709865093,0.9656980517622712,1,1,1,1,0.24395627863108743,1,1,1,1,1,1,1,1,141,163,196,211,242,250
watertown_sd,1996-05-24,44.9096,-97.1539,soybean,0,2,15,1996,B_80,1364.730130939336,1.1632638913061883,2.8039130853570025,1.0955555703904893,2.575000062584877,1.360606049046372,2.1380000273386637,2.098787882111289,15.317915048864153,21.584581126337465,21.156183189815945,20.335554361343384,18.159663026983086,13.642385387420655,7.247510074365018,2.1216666702724374,22.1773913839589,26.36000002755059,26.067500114440918,26.83181837833289,19.306666755676268,1.792929287886981,-9.278749998633025,9.949130400367405,14.9375,13.850625097751617,14.030909177028771,7.43066652615865,-8.293686873420622,0.3,0.6347826086956522,1,1,1,1,0.3,0.13753720398877733,0.9106211129182614,1,1,1,0.9586904696055821,0.18920635020099633,1,1,1,1,1,1,1,1,145,168,204,220,253,268
watertown_sd,1996-05-24,44.9096,-97.1539,soybean,1,2,16,1996,B_80,1364.730130939336,1.1632638913061883,2.8039130853570025,1.0955555703904893,2.575000062584877,1.360606049046372,2.1380000273386637,2.098787882111289,15.317915048864153,21.584581126337465,21.156183189815945,20.335554361343384,18.159663026983086,13.642385387420655,7.247510074365018,2.1216666702724374,22.1773913839589,26.36000002755059,26.067500114440918,26.83181837833289,19.306666755676268,1.792929287886981,-9.278749998633025,9.949130400367405,14.9375,13.850625097751617,14.030909177028771,7.43066652615865,-8.293686873420622,0.3,0.6347826086956522,1,1,1,1,0.3,0.13753720398877733,0.9106211129182614,1,1,1,0.9586904696055821,0.18920635020099633,1,1,1,1,1,1,1,1,145,168,204,220,253,268
casselton_nd,1996-05-20,46.8973,-97.2124,soybean,0,1,17,1996,B_80,4517.66274177502,1.070499997479575,1.1017391040273334,1.956388877497779,2.817999998728434,2.83322581168144,0.3077777756585015,1.7380357139876912,14.763415368965694,24.83004843670389,21.346040434307522,19.602978452046713,18.88962262676608,14.631267865498861,7.01010814415557,-0.5986428898892233,23.7243479853091,27.445833418104385,26.56266644795736,28.911935498637536,28.377778159247505,3.0946428876902377,-11.459071426625762,8.782173923824145,13.81277781062656,13.496666781107585,13.652580538103658,13.857777648501926,-7.433125017144318,0.3,0.6652173913043478,1,1,1,1,0.3,0.10219642526413104,0.9972826057339307,1,1,1,1,0.26468112472948446,1,1,1,1,1,1,1,1,141,164,200,215,246,255
watertown_sd,1997-05-25,44.9096,-97.1539,soybean,0,2,18,1997,B_80,1851.0412471796944,1.2818055724104245,2.2714633970725826,4.4241176703396965,1.706470573649687,2.1492307614057493,3.8585714612688338,0.2893421100942712,14.872495159506798,21.96518046681474,19.488388510311353,18.58984717200784,14.903115932758038,10.398362466267177,5.924047962615364,2.2238194168700525,24.57682928224889,27.552941154031192,23.388823677511777,24.458718104240223,19.79999988419669,2.244605272028007,-9.08597218659189,12.41219511264708,16.18470587449915,12.279411652508903,11.168205114511343,6.248571455478668,-6.844342073327617,0.3,0.4878048780487805,1,1,1,1,0.3,0.17535714231549746,0.9771428585883217,1,1,0.9684615405924591,0.7757908169712339,0.04420582731639532,1,1,1,1,1,1,1,1,145,186,220,237,276,290
watertown_sd,1997-05-25,44.9096,-97.1539,soybean,1,2,19,1997,B_80,1851.0412471796944,1.2818055724104245,2.2714633970725826,4.4241176703396965,1.706470573649687,2.1492307614057493,3.8585714612688338,0.2893421100942712,14.872495159506798,21.96518046681474,19.488388510311353,18.58984717200784,14.903115932758038,10.398362466267177,5.924047962615364,2.2238194168700525,24.57682928224889,27.552941154031192,23.388823677511777,24.458718104240223,19.79999988419669,2.244605272028007,-9.08597218659189,12.41219511264708,16.18470587449915,12.279411652508903,11.168205114511343,6.248571455478668,-6.844342073327617,0.3,0.4878048780487805,1,1,1,1,0.3,0.17535714231549746,0.9771428585883217,1,1,0.9684615405924591,0.7757908169712339,0.04420582731639532,1,1,1,1,1,1,1,1,145,186,220,237,276,290
casselton_nd,1997-05-20,46.8973,-97.2124,soybean,0,1,20,1997,B_80,5436.832721819287,1.3310791335517553,2.5195238476707824,4.067894755225432,0.43357142486742567,2.6365714056151255,1.9455555280049643,1.082018341493169,14.456699481113352,22.15006821496146,20.379049501921003,20.61459139415196,18.433414731706893,15.060036341349283,6.766562864321087,0.7074100118157246,23.955714271182107,26.815789523877594,28.06785706111363,26.516571480887276,26.531110763549805,7.586238503148523,-11.383237430933033,9.405714372793833,13.491578855012593,16.087857246398926,12.176857144492013,11.683333396911621,-2.65954125252202,0.3,0.6333333333333333,1,1,1,1,0.3,0.14875899060444575,0.9799829934324537,1,1,1,1,0.2855733940487686,1,1,1,1,1,1,1,1,140,161,199,213,248,257
watertown_sd,1998-05-25,44.9096,-97.1539,soybean,0,2,21,1998,B_80,1823.8065841841312,1.6591666721635394,2.0770833492279053,3.2993939500866514,2.7887500524520874,1.1341935280830628,0,1.7490825609329643,12.900283419423634,21.230505108833313,21.112667141538676,20.025008112192154,18.732560250066943,16.075588822364807,7.604636190134451,5.898333364994162,21.265000065167744,27.993939370820016,25.43499982357025,28.056129024874778,27.738749742507935,9.28091743561106,-3.8246527624756306,9.489583353201548,16.08242416381836,14.178125023841858,15.039354816559822,14.00124979019165,-1.358807335274482,0.3,0.7374999999999999,1,1,1,1,0.3,0.27558035907956463,0.9263244086787814,1,1,1,1,0.32780144210089474,1,1,1,1,1,1,1,1,145,169,202,218,249,257
watertown_sd,1998-05-25,44.9096,-97.1539,soybean,1,2,22,1998,B_80,1823.8065841841312,1.6591666721635394,2.0770833492279053,3.2993939500866514,2.7887500524520874,1.1341935280830628,0,1.7490825609329643,12.900283419423634,21.230505108833313,21.112667141538676,20.025008112192154,18.732560250066943,16.075588822364807,7.604636190134451,5.898333364994162,21.265000065167744,27.993939370820016,25.43499982357025,28.056129024874778,27.738749742507935,9.28091743561106,-3.8246527624756306,9.489583353201548,16.08242416381836,14.178125023841858,15.039354816559822,14.00124979019165,-1.358807335274482,0.3,0.7374999999999999,1,1,1,1,0.3,0.27558035907956463,0.9263244086787814,1,1,1,1,0.32780144210089474,1,1,1,1,1,1,1,1,145,169,202,218,249,257
casselton_nd,1998-05-20,46.8973,-97.2124,soybean,0,1,23,1998,B_80,4427.645523371313,1.5277697799874723,1.7331999850273132,4.63999995063333,0.7671428407941546,1.8913333018620808,0.696999979019165,2.030176994019905,12.316496040323656,22.097254486083983,20.06775696137372,23.450973646981375,17.901899973551433,17.34087152481079,6.92447493878086,5.272517971962476,22.182799949645997,27.198529355666217,28.867142813546316,29.282666969299317,27.713000106811524,8.296371709621322,-4.613165445786586,8.476400032043458,15.740294035743265,13.32428571156093,15.145999972025553,10.240000009536743,-2.1592920463433307,0.3,0.776,0.9999999999999999,1,1,1,0.3,0.26159814964187356,0.9382142877578735,1,1,1,1,0.3074178272380238,1,1,1,1,1,1,1,1,140,165,199,213,243,253
