Site,Planting,Y,X,Crop,Genetics,id_loc,id_trial,Year,Mat,Yield_Sim,Rain_0,Rain_1,Rain_2,Rain_3,Rain_4,Rain_5,Rain_6,Radn_0,Radn_1,Radn_2,Radn_3,Radn_4,Radn_5,Radn_6,MaxT_0,MaxT_1,MaxT_2,MaxT_3,MaxT_4,MaxT_5,MaxT_6,MinT_0,MinT_1,MinT_2,MinT_3,MinT_4,MinT_5,MinT_6,NutrientStress_0,NutrientStress_1,NutrientStress_2,NutrientStress_3,NutrientStress_4,NutrientStress_5,NutrientStress_6,TempStress_0,TempStress_1,TempStress_2,TempStress_3,TempStress_4,TempStress_5,TempStress_6,WaterStress_0,WaterStress_1,WaterStress_2,WaterStress_3,WaterStress_4,WaterStress_5,WaterStress_6,Start_DOY_0,Start_DOY_1,Start_DOY_2,Start_DOY_3,Start_DOY_4,Start_DOY_5,Start_DOY_6
watertown_sd,1999-05-25,44.9096,-97.1539,soybean,0,2,24,1999,B_80,1420.74655292559,1.2166666694813304,4.063684212534051,3.161578943854884,3.2516667246818542,2.327272729440169,2.4053846505972056,0.2760377360402413,13.643240571022034,22.88370052136873,20.090800034372432,20.417595863342285,18.445948456272934,14.873640794020433,8.192922511190739,6.252500024158508,25.44526310970909,25.40263170945017,30.999999523162842,27.167575662786312,19.92230796813965,10.653679239300063,-4.8525000276923596,12.071052576366224,14.47710539165296,17.975000301996868,14.417272654446688,8.535384618318998,-2.608207507375276,0.3,0.6684210526315789,1,1,1,1,0.3,0.2575719253342998,0.998139096381969,1,1,1,0.9514560398164686,0.3255458196569887,1,1,1,1,1,1,1,1,145,164,202,214,247,260
watertown_sd,1999-05-25,44.9096,-97.1539,soybean,1,2,25,1999,B_80,1420.74655292559,1.2166666694813304,4.063684212534051,3.161578943854884,3.2516667246818542,2.327272729440169,2.4053846505972056,0.2760377360402413,13.643240571022034,22.88370052136873,20.090800034372432,20.417595863342285,18.445948456272934,14.873640794020433,8.192922511190739,6.252500024158508,25.44526310970909,25.40263170945017,30.999999523162842,27.167575662786312,19.92230796813965,10.653679239300063,-4.8525000276923596,12.071052576366224,14.47710539165296,17.975000301996868,14.417272654446688,8.535384618318998,-2.608207507375276,0.3,0.6684210526315789,1,1,1,1,0.3,0.2575719253342998,0.998139096381969,1,1,1,0.9514560398164686,0.3255458196569887,1,1,1,1,1,1,1,1,145,164,202,214,247,260
casselton_nd,1999-05-20,46.8973,-97.2124,soybean,0,1,26,1999,B_80,5488.4814703370175,1.4323021482220657,1.4030000030994416,2.7710526365982857,2.2084615413959208,2.7069697669058135,8.913571366242,0.28351851856267013,12.596961767553426,23.59107599258423,20.351350382754678,22.182711894695576,17.59029905723803,11.56870767048427,7.586366269323561,4.298345306955224,24.99350004196167,25.742105283235247,30.650769013624924,26.889090913714785,18.590714318411692,10.072499956245776,-6.279424479137436,11.172499990463256,13.439736830560784,15.999999926640436,13.846363616712166,9.857857125146047,-3.1368518424806773,0.3,0.6849999999999999,1,1,1,1,0.3,0.21268756436002187,0.9774642833641597,1,1,1,0.9353571412514667,0.2834424607692257,1,1,1,1,1,1,1,1,140,160,198,211,244,258
watertown_sd,2000-05-24,44.9096,-97.1539,soybean,0,2,27,2000,B_80,2144.7653357526533,0.9634027915696303,2.634545456279408,2.508108105208423,0.8315384938166692,1.226060612635179,0.4781818389892578,1.5156603694524404,13.825075325038698,20.006707971746273,21.265636418316817,22.305815843435433,17.7480644457268,18.216858517039906,7.4077077013141706,8.15208327017414,22.927727179093793,25.838378442300332,28.018461814293495,26.603333328709457,26.369999972256746,4.167122615606718,-4.610000016711031,10.990454543720592,14.230810938654718,14.534615369943472,14.283636411031088,8.178181864998557,-6.646509439579018,0.3,0.65,1,1,1,1,0.3,0.29779265802963417,0.9885551944955603,0.9988513517563867,1,1,1,0.29046158905321795,1,1,1,1,1,1,1,1,145,167,204,217,250,261
watertown_sd,2000-05-24,44.9096,-97.1539,soybean,1,2,28,2000,B_80,2144.7653357526533,0.9634027915696303,2.634545456279408,2.508108105208423,0.8315384938166692,1.226060612635179,0.4781818389892578,1.5156603694524404,13.825075325038698,20.006707971746273,21.265636418316817,22.305815843435433,17.7480644457268,18.216858517039906,7.4077077013141706,8.15208327017414,22.927727179093793,25.838378442300332,28.018461814293495,26.603333328709457,26.369999972256746,4.167122615606718,-4.610000016711031,10.990454543720592,14.230810938654718,14.534615369943472,14.283636411031088,8.178181864998557,-6.646509439579018,0.3,0.65,1,1,1,1,0.3,0.29779265802963417,0.9885551944955603,0.9988513517563867,1,1,1,0.29046158905321795,1,1,1,1,1,1,1,1,145,167,204,217,250,261
casselton_nd,2000-05-19,46.8973,-97.2124,soybean,0,1,29,2000,B_80,4804.87446756803,1.133093513173165,1.9021739234095034,6.5242105769483665,0.21999999455043248,3.0847058927311615,0.5472727255387739,2.187943917011546,12.832214547575807,22.207826282667078,19.168404554065905,22.82428503036499,16.810328427483054,16.00845831090754,6.724701463619125,5.7092805672034945,23.019565167634383,25.256841910512826,28.169285910470144,26.56735279980828,24.365454760464754,3.9643457952503844,-6.421942461228413,9.031304286873858,14.176052570343018,13.962857246398926,13.666176501442404,8.81999997659163,-6.888878476919136,0.3,0.6956521739130435,1,1,1,1,0.3,0.23674717241609114,0.9979037246348695,0.9963251885614897,1,1,1,0.2973030720438276,1,1,1,1,1,1,1,1,140,163,201,215,249,260
casselton_nd,2001-05-20,46.8973,-97.2124,soybean,0,1,30,2001,B_80,5620.755912327772,0.8194963966342185,3.362916648387909,1.7271428687231882,7.328461445294894,2.238666693369548,4.105000019073486,0.8322413648350229,13.29518253340138,18.65893276532491,21.714515931265694,16.330754793607273,18.787220096588136,17.197007656097412,7.2891935993885175,3.1915108026306838,21.284166653951008,27.35428570338658,28.954615372877853,29.28533312479655,28.552500009536743,9.347930997802779,-8.119640278998467,9.710416595141092,14.364571407863071,17.264615278977615,15.095999972025552,12.074999928474426,-1.7387068988113052,0.3,0.6791666666666667,1,1,1,1,0.3,0.19746402906826319,0.9087797616209302,1,1,1,1,0.36192118378902044,1,1,1,1,1,1,1,1,140,164,199,212,242,250
watertown_sd,2001-05-25,44.9096,-97.1539,soybean,0,2,31,2001,B_80,1412.8798335041267,1.9329860874762137,4.821304331655088,0.47843750566244125,8.775384444456835,0.49137931548315905,0,1.1598275889610423,13.897921514179972,20.16019468722136,23.02256017923355,16.49331841102013,19.51687950923525,17.85950458049774,8.130471200778567,3.522777767244002,21.778695645539656,28.695624828338623,29.111538520226112,28.79275867856782,28.37875008583069,10.39905173190195,-7.503402717928919,10.705652154010275,15.62656256556511,18.350769336407,15.841724132669382,13.567499995231628,-1.0627586280381114,0.3,0.6652173913043478,1,1,1,1,0.3,0.2175818457756014,0.9998757720734022,1,1,1,1,0.41533251673274496,1,1,1,1,1,1,1,1,145,168,200,213,242,250
watertown_sd,2001-05-25,44.9096,-97.1539,soybean,1,2,32,2001,B_80,1412.8798335041267,1.9329860874762137,4.821304331655088,0.47843750566244125,8.775384444456835,0.49137931548315905,0,1.1598275889610423,13.897921514179972,20.16019468722136,23.02256017923355,16.49331841102013,19.51687950923525,17.85950458049774,8.130471200778567,3.522777767244002,21.778695645539656,28.695624828338623,29.111538520226112,28.79275867856782,28.37875008583069,10.39905173190195,-7.503402717928919,10.705652154010275,15.62656256556511,18.350769336407,15.841724132669382,13.567499995231628,-1.0627586280381114,0.3,0.6652173913043478,1,1,1,1,0.3,0.2175818457756014,0.9998757720734022,1,1,1,1,0.41533251673274496,1,1,1,1,1,1,1,1,145,168,200,213,242,250
watertown_sd,2002-05-25,44.9096,-97.1539,soybean,0,2,33,2002,B_80,1895.8165564132223,0.9100694557030996,1.2778947227879573,2.01566667954127,1.799230722280649,3.963636354966597,2.9337499141693115,1.0851694951623174,14.539815785156357,21.803310344093724,21.188405768076578,21.486159031207745,17.9434432405414,15.563143849372864,8.241742686194888,4.900902761974269,25.57526317395662,29.08599999745687,30.29846162062425,26.88696965304288,27.31749963760376,8.205593183636665,-7.1300000444753096,11.911578906209845,16.75733331044515,17.090769400963417,14.641212073239412,16.2224999666214,-2.5263559237375097,0.3,0.7421052631578947,0.9999999999999999,0.9999999999999998,0.9999999999999999,0.9999999999999997,0.3,0.14548611155173385,0.996804506258857,1,1,1,1,0.23845338779016786,1,1,1,1,1,1,1,1,145,164,194,207,240,248
watertown_sd,2002-05-25,44.9096,-97.1539,soybean,1,2,34,2002,B_80,1895.8165564132223,0.9100694557030996,1.2778947227879573,2.01566667954127,1.799230722280649,3.963636354966597,2.9337499141693115,1.0851694951623174,14.539815785156357,21.803310344093724,21.188405768076578,21.486159031207745,17.9434432405414,15.563143849372864,8.241742686194888,4.900902761974269,25.57526317395662,29.08599999745687,30.29846162062425,26.88696965304288,27.31749963760376,8.205593183636665,-7.1300000444753096,11.911578906209845,16.75733331044515,17.090769400963417,14.641212073239412,16.2224999666214,-2.5263559237375097,0.3,0.7421052631578947,0.9999999999999999,0.9999999999999998,0.9999999999999999,0.9999999999999997,0.3,0.14548611155173385,0.996804506258857,1,1,1,1,0.23845338779016786,1,1,1,1,1,1,1,1,145,164,194,207,240,248
casselton_nd,2002-05-20,46.8973,-97.2124,soybean,0,1,35,2002,B_80,5520.665182859269,0.7178417259840656,2.6547618139357794,3.7906059857570766,2.6985714435577393,2.2155882120132446,3.4812499284744263,0.7493965543549637,13.224328871253583,24.25116152990432,19.95136073141387,18.1993898664202,18.529868686900418,14.173010885715485,7.408411834774347,3.6863309744102275,24.983333405994234,28.398787700768672,29.025714329310826,26.59647060843075,28.69249939918518,6.985086171598784,-8.348561169753829,8.642857208670605,15.808181907191422,17.012142998831614,13.694705878987032,16.006250023841858,-3.6759482582966827,0.3,0.6666666666666666,1,1,0.9999999999999999,0.9999999999999998,0.3,0.11506680386927733,0.9399319720093389,1,1,1,1,0.21384852000837914,1,1,1,1,1,1,1,1,140,161,194,208,242,250
northwood_nd,2002-05-17,47.7389,-97.5708,soybean,0,3,36,2002,B_80,4958.2882207981975,0.6135294152533307,3.549200010299683,4.3327777617507515,2.4053845772376428,4.121944394376543,0.9599999785423279,0.5450450396752572,12.53722245202345,23.801328468322755,20.115382697847153,19.803890154911922,17.360254208246868,15.266229629516602,6.753306672916756,1.904044130050084,22.269199905395507,27.33805555767483,27.464615455040565,25.59861093097263,27.74625039100647,4.548558544669603,-9.635514717823003,6.680400116443634,15.095555596881443,15.983846224271334,13.00083339214325,13.740000128746033,-5.270180204027408,0.3,0.6639999999999999,1,1,1,1,0.3,0.09442752115565406,0.8245857109342303,1,1,1,1,0.14944336982384,1,1,1,1,1,1,1,1,137,162,198,211,247,255
watertown_sd,2003-05-25,44.9096,-97.1539,soybean,0,2,37,2003,B_80,1377.6785072150628,1.1077083378202386,2.109130411044411,2.663714248793466,1.1207142706428255,0.912333337465922,2.1888888676961265,0.5351818171414462,13.53430886566639,22.301900531934656,21.32545313153948,21.404827322278702,18.479463895161945,15.27623897128635,8.072090821916406,4.8220139078977,22.679999890534773,27.258857236589705,27.82714285169329,28.759000078837076,27.016666836208767,7.792181794345379,-7.582638862620418,10.033913114796514,14.860857200622558,14.408571447644915,15.182666635513305,12.525555610656738,-3.366181852194396,0.3,0.6956521739130435,1,1,1,1,0.3,0.27063243923753144,0.9899999984302876,1,1,1,1,0.28878895820348294,1,1,1,1,1,1,1,1,145,168,203,217,247,256
watertown_sd,2003-05-25,44.9096,-97.1539,soybean,1,2,38,2003,B_80,1377.6785072150628,1.1077083378202386,2.109130411044411,2.663714248793466,1.1207142706428255,0.912333337465922,2.1888888676961265,0.5351818171414462,13.53430886566639,22.301900531934656,21.32545313153948,21.404827322278702,18.479463895161945,15.27623897128635,8.072090821916406,4.8220139078977,22.679999890534773,27.258857236589705,27.82714285169329,28.759000078837076,27.016666836208767,7.792181794345379,-7.582638862620418,10.033913114796514,14.860857200622558,14.408571447644915,15.182666635513305,12.525555610656738,-3.366181852194396,0.3,0.6956521739130435,1,1,1,1,0.3,0.27063243923753144,0.9899999984302876,1,1,1,1,0.28878895820348294,1,1,1,1,1,1,1,1,145,168,203,217,247,256
casselton_nd,2003-05-20,46.8973,-97.2124,soybean,0,1,39,2003,B_80,4137.233892979508,1.2412230295243023,2.186666669944922,3.341666671964857,0.2992857183728899,0.7857142942292349,0,0.8767543968401457,12.516810862280481,21.032564798990887,20.964125898149277,21.00073650905064,18.648682730538503,18.05779285430908,7.1740158806767385,3.187266199494437,22.31041669845581,27.11583349439833,28.127857072012766,30.278928211757115,28.480999755859376,7.6823684252929265,-9.427769830812224,8.841250002384186,14.189166598849827,15.122857093811035,15.914642878941127,10.45600004196167,-3.5021929863774988,0.3,0.7083333333333334,1,1,1,1,0.3,0.24810894162710928,0.9890922591799781,1,1,1,1,0.30431704160600975,1,1,1,1,1,1,1,1,140,164,200,214,242,252
casselton_nd,2004-05-19,46.8973,-97.2124,soybean,0,1,40,2004,B_80,5367.865797402214,1.0066906368132118,4.590416709582011,2.8439999699592593,3.7772222492429943,1.805952360232671,1.9274999797344208,1.213390786414859,13.339898479070595,18.892832318941753,22.064035952091217,20.278172969818115,16.013826960609073,11.599304974079132,5.393732684782181,3.319640336276816,21.077916622161865,25.12799997329712,25.68222215440538,23.329047543661936,19.00125014781952,5.382068974918675,-9.14280574948346,10.350833415985107,12.255250000953675,12.287222385406494,10.239285667737326,5.469374984502792,-4.809540234292033,0.3,0.6499999999999999,1,1,1,1,0.3,0.190811923276231,0.9335267848911739,0.995000000510897,1,0.9921428549046419,0.8219196375991616,0.12673234881616038,1,1,1,1,1,1,1,1,140,164,204,222,264,280
watertown_sd,2004-05-24,44.9096,-97.1539,soybean,0,2,41,2004,B_80,1515.284096248619,1.07131943355004,5.089130391245303,1.784000001847744,1.9100000192137325,3.4815385249944835,6.865000069141388,1.3649999978898586,13.772976082232264,18.609906403914742,21.986289739608765,18.537111787235034,16.42412336056049,12.005353510379791,6.275943540978706,5.728958314207072,21.589565360027812,24.74524998664856,24.92647081262925,24.603589571439304,18.92312502861023,6.500000029031573,-6.743402800315784,10.809565253879713,12.564249980449677,13.492941127103919,11.180000085097094,5.428124994505197,-3.9792528578947333,0.3,0.6652173913043478,1,1,1,1,0.3,0.25047371197964935,0.9228105582065463,0.9962767877749035,1,1,0.852410715904885,0.16940476294539636,1,1,1,1,1,1,1,1,145,168,208,225,264,280
watertown_sd,2004-05-24,44.9096,-97.1539,soybean,1,2,42,2004,B_80,1515.284096248619,1.07131943355004,5.089130391245303,1.784000001847744,1.9100000192137325,3.4815385249944835,6.865000069141388,1.3649999978898586,13.772976082232264,18.609906403914742,21.986289739608765,18.537111787235034,16.42412336056049,12.005353510379791,6.275943540978706,5.728958314207072,21.589565360027812,24.74524998664856,24.92647081262925,24.603589571439304,18.92312502861023,6.500000029031573,-6.743402800315784,10.809565253879713,12.564249980449677,13.492941127103919,11.180000085097094,5.428124994505197,-3.9792528578947333,0.3,0.6652173913043478,1,1,1,1,0.3,0.25047371197964935,0.9228105582065463,0.9962767877749035,1,1,0.852410715904885,0.16940476294539636,1,1,1,1,1,1,1,1,145,168,208,225,264,280
northwood_nd,2004-05-16,47.7389,-97.5708,soybean,0,3,43,2004,B_80,4862.5555097340075,1.1519117627073736,4.138148170930368,1.909069815347361,1.8225000143051147,3.976734633348426,1.3499999875607698,1.0455882452866612,13.26101894063108,19.358692204510724,21.86573179378066,18.800461864471437,14.291480803976253,8.025820960169254,4.702037236269782,0.6727941189618672,19.469259332727503,23.695581413978754,22.93000011444092,21.33081628838364,13.293478348980779,1.7172794046209139,-10.87992648038027,8.132592550030461,11.41441863082176,11.28499984741211,8.754285685870112,1.6678260998881382,-8.705441201215281,0.3,0.662962962962963,1,1,1,1,0.3,0.09798582077139847,0.8679365100999358,0.9906727558750646,0.9925714339528765,0.9413265287007256,0.3852018686184972,0.022862394966435533,1,1,1,1,1,1,1,1,137,164,207,227,276,299
casselton_nd,2005-05-20,46.8973,-97.2124,soybean,0,1,44,2005,B_80,5147.0056883337165,0.7344604413286387,7.330434716266135,2.904999999439015,1.4146153743450458,3.927352961371927,5.484444406297472,0.9478761015740116,13.185571634512154,17.599619533704676,21.748910230748795,20.7481291110699,17.865537152570838,15.352655304802788,7.304144528059833,4.422158338558331,21.731304458949875,27.48999999551212,27.753846095158504,26.72000015483183,25.762222290039063,8.55353981197144,-7.908129504406087,12.159565241440482,15.953235233531279,14.913846015930176,13.692352940054501,12.805555661519369,-2.1033627845149123,0.3,0.6956521739130435,1,1,1,1,0.3,0.23852518270556017,0.9542857156777234,1,1,1,1,0.3407774992880568,1,1,1,1,1,1,1,1,140,163,197,210,244,253
northwood_nd,2005-05-17,47.7389,-97.5708,soybean,0,3,45,2005,B_80,4679.138205666577,0.8317646997816422,5.988749951124191,4.853714343479702,0.7175000160932541,2.706756740003019,1.9781817956404253,0.9971697982752099,12.78579633902101,16.94735026359558,21.018982206072128,21.84466028213501,17.9350944467493,13.535910779779607,6.358017630734533,2.274558762266465,20.667500098546345,26.102000100272043,26.54437494277954,25.578918972530882,24.189091075550426,6.187452809428269,-9.74985298897852,11.072916646798452,15.053428595406668,13.478125154972076,12.247297274099815,10.640909064899791,-3.694433967389588,0.3,0.7374999999999999,1,1,1,1,0.3,0.18390756128590646,0.9315029765878404,1,1,1,1,0.2524561972816718,1,1,1,1,1,1,1,1,137,161,196,212,249,260
watertown_sd,2005-05-25,44.9096,-97.1539,soybean,0,2,46,2005,B_80,1342.073713695996,1.1474305478235085,5.31869567995486,0.9096774132021013,1.831666668256124,2.0111764599295223,4.581249952316284,1.7046017580855208,13.937444157070583,18.34122898267663,22.4431182184527,20.97864842414856,18.615400482626523,14.954067945480347,7.837035805778166,6.397291691766845,21.68739128112793,29.05774184196226,28.720832983652752,27.109411744510425,28.417500019073486,8.777433591144803,-5.882361150812358,11.403043477431588,16.897419252703266,15.314166824022928,13.77117639429429,14.226249933242798,-2.0915929124550483,0.3,0.6956521739130435,1,1,1,1,0.3,0.25756200502205284,0.9796428584163973,1,1,1,1,0.35676042853316525,1,1,1,1,1,1,1,1,145,168,199,211,245,253
