Site,Longitude,Latitude,Planting,Genetics
ARH2_2018,-90.0749725,35.674241,4/19/2020,80
ARH2_2018,-90.0749725,35.674241,4/19/2020,82
ARH2_2018,-90.0749725,35.674241,4/19/2020,88
ARH2_2018,-90.0749725,35.674241,4/19/2020,80
ARH2_2018,-90.0749725,35.674241,4/19/2020,116.75
ARH2_2018,-90.0749725,35.674241,4/19/2020,72.5
ARH2_2018,-90.0749725,35.674241,4/19/2020,82
ARH2_2018,-90.0749725,35.674241,4/19/2020,82
ARH2_2018,-90.0749725,35.674241,4/19/2020,82
ARH2_2018,-90.0749725,35.674241,4/19/2020,80
ARH2_2018,-90.0749725,35.674241,4/19/2020,80
ARH2_2018,-90.0749725,35.674241,4/19/2020,70.5
COH1_2017,-104.9997825,40.64850025,5/31/2017,84
COH1_2017,-104.9997825,40.64850025,5/31/2017,69
COH1_2017,-104.9997825,40.64850025,5/31/2017,84
COH1_2017,-104.9997825,40.64850025,5/31/2017,80
COH1_2017,-104.9997825,40.64850025,5/31/2017,80
COH1_2017,-104.9997825,40.64850025,5/31/2017,80
COH1_2017,-104.9997825,40.64850025,5/31/2017,70.5
COH1_2017,-104.9997825,40.64850025,5/31/2017,88
