CheckpointID,SimulationID,Zone,Date,Year,Month,Day,StageName,Stage,Rain,Radn,MaxT,MinT,Yieldkgha,FracGrowthRate,NutrientStress,TempStress,WaterStress,SimulationName,id_trial
1,1,Field,1997-01-01 12:00:00,1997,1,1,,1,0,4.612248420715332,-0.33000001311302185,-12.569999694824219,0,0,1,0,1,Simulation,20
1,1,Field,1997-01-02 12:00:00,1997,1,2,,1,0,4.60124397277832,4.789999961853027,-7.53000020980835,0,0,1,0,1,Simulation,20
1,1,Field,1997-01-03 12:00:00,1997,1,3,,1,5.199999809265137,2.619089126586914,-6.25,-13.020000457763672,0,0,1,0,1,Simulation,20
1,1,Field,1997-01-04 12:00:00,1997,1,4,,1,17.989999771118164,2.230576992034912,-8.489999771118164,-13.970000267028809,0,0,1,0,1,Simulation,20
1,1,Field,1997-01-05 12:00:00,1997,1,5,,1,0,2.266383171081543,-13.010000228881836,-17,0,0,1,0,1,Simulation,20
1,1,Field,1997-01-06 12:00:00,1997,1,6,,1,0,4.196616172790527,-16.600000381469727,-24.5,0,0,1,0,1,Simulation,20
1,1,Field,1997-01-07 12:00:00,1997,1,7,,1,0,6.150941848754883,-12.5600004196167,-28.1200008392334,0,0,1,0,1,Simulation,20
1,1,Field,1997-01-08 12:00:00,1997,1,8,,1,0,5.526585102081299,-11.520000457763672,-23.229999542236328,0,0,1,0,1,Simulation,20
1,1,Field,1997-01-09 12:00:00,1997,1,9,,1,6,4.130165100097656,-11.3100004196167,-22.649999618530273,0,0,1,0,1,Simulation,20
1,1,Field,1997-01-10 12:00:00,1997,1,10,,1,0,2.4157533645629883,-21.329999923706055,-25.31999969482422,0,0,1,0,1,Simulation,20
1,1,Field,1997-01-11 12:00:00,1997,1,11,,1,0,3.903585910797119,-20.059999465942383,-26.75,0,0,1,0,1,Simulation,20
1,1,Field,1997-01-12 12:00:00,1997,1,12,,1,0,4.369123935699463,-17.780000686645508,-25.360000610351563,0,0,1,0,1,Simulation,20
1,1,Field,1997-01-13 12:00:00,1997,1,13,,1,0,5.011517524719238,-17.030000686645508,-25.959999084472656,0,0,1,0,1,Simulation,20
1,1,Field,1997-01-14 12:00:00,1997,1,14,,1,0,6.609757423400879,-11.829999923706055,-26.600000381469727,0,0,1,0,1,Simulation,20
1,1,Field,1997-01-15 12:00:00,1997,1,15,,1,0,6.165064334869385,-10.920000076293945,-23.059999465942383,0,0,1,0,1,Simulation,20
1,1,Field,1997-01-16 12:00:00,1997,1,16,,1,0,3.746415138244629,-19.3700008392334,-25.290000915527344,0,0,1,0,1,Simulation,20
1,1,Field,1997-01-17 12:00:00,1997,1,17,,1,0,5.770742416381836,-18.309999465942383,-28.450000762939453,0,0,1,0,1,Simulation,20
1,1,Field,1997-01-18 12:00:00,1997,1,18,,1,1.059999942779541,7.54773473739624,-4.989999771118164,-26.68000030517578,0,0,1,0,1,Simulation,20
1,1,Field,1997-01-19 12:00:00,1997,1,19,,1,0,6.975090503692627,0.15000000596046448,-14.350000381469727,0,0,1,0,1,Simulation,20
1,1,Field,1997-01-20 12:00:00,1997,1,20,,1,0,5.946634292602539,-3.5899999141693115,-13.699999809265137,0,0,1,0,1,Simulation,20
1,1,Field,1997-01-21 12:00:00,1997,1,21,,1,0,5.427971363067627,-1.690000057220459,-10.390000343322754,0,0,1,0,1,Simulation,20
1,1,Field,1997-01-22 12:00:00,1997,1,22,,1,2.069999933242798,4.930266380310059,-9.859999656677246,-20.979999542236328,0,0,1,0,1,Simulation,20
1,1,Field,1997-01-23 12:00:00,1997,1,23,,1,4.360000133514404,5.510139465332031,-14.739999771118164,-28.010000228881836,0,0,1,0,1,Simulation,20
1,1,Field,1997-01-24 12:00:00,1997,1,24,,1,0,6.756375789642334,-17.270000457763672,-28.110000610351563,0,0,1,0,1,Simulation,20
1,1,Field,1997-01-25 12:00:00,1997,1,25,,1,0,5.422112941741943,-23.1200008392334,-30.809999465942383,0,0,1,0,1,Simulation,20
1,1,Field,1997-01-26 12:00:00,1997,1,26,,1,0.8299999833106995,7.823282718658447,-22.239999771118164,-35.790000915527344,0,0,1,0,1,Simulation,20
1,1,Field,1997-01-27 12:00:00,1997,1,27,,1,0,6.125169277191162,-21.700000762939453,-30.309999465942383,0,0,1,0,1,Simulation,20
1,1,Field,1997-01-28 12:00:00,1997,1,28,,1,0,5.701903820037842,-21.399999618530273,-29.079999923706055,0,0,1,0,1,Simulation,20
1,1,Field,1997-01-29 12:00:00,1997,1,29,,1,0,6.396509647369385,-15.890000343322754,-24.639999389648438,0,0,1,0,1,Simulation,20
1,1,Field,1997-01-30 12:00:00,1997,1,30,,1,1.350000023841858,9.295787811279297,0.6000000238418579,-22.3799991607666,0,0,1,0,1,Simulation,20
1,1,Field,1997-01-31 12:00:00,1997,1,31,,1,0,8.07648754119873,1.0399999618530273,-11.479999542236328,0,0,1,0,1,Simulation,20
1,1,Field,1997-02-01 12:00:00,1997,2,1,,1,0,6.756765365600586,-0.07000000029802322,-9,0,0,1,0,1,Simulation,20
1,1,Field,1997-02-02 12:00:00,1997,2,2,,1,0,4.044352054595947,-4.539999961853027,-9.239999771118164,0,0,1,0,1,Simulation,20
1,1,Field,1997-02-03 12:00:00,1997,2,3,,1,4.739999771118164,4.415505409240723,-2.490000009536743,-9.550000190734863,0,0,1,0,1,Simulation,20
1,1,Field,1997-02-04 12:00:00,1997,2,4,,1,0,3.0933732986450195,-2.8299999237060547,-6.210000038146973,0,0,1,0,1,Simulation,20
1,1,Field,1997-02-05 12:00:00,1997,2,5,,1,0,5.563525199890137,-2.1600000858306885,-8.470000267028809,0,0,1,0,1,Simulation,20
1,1,Field,1997-02-06 12:00:00,1997,2,6,,1,0,8.349614143371582,-4.840000152587891,-15.149999618530273,0,0,1,0,1,Simulation,20
1,1,Field,1997-02-07 12:00:00,1997,2,7,,1,0,9.394301414489746,-8.34000015258789,-20.709999084472656,0,0,1,0,1,Simulation,20
